file_name,image_id_a,image_id_b,n_batches_for_file,mask_area_a_px,mask_area_b_px,n_anns_a,n_anns_b,iou
20120225172914Mh.jpeg,020401-20120225172914Mh,020403-20120225172914Mh,2,22834,16607,2,2,0.5559807479880069
20110823120334Ch.jpeg,010202-20110823120334Ch,010201-20110823120334Ch,3,6005,6843,4,4,0.5563900666262871
20220622205632Bh.jpeg,050103-20220622205632Bh,050102-20220622205632Bh,3,15734,18507,8,8,0.5572585046388939
20160703133714Th.jpeg,010102-20160703133714Th,010103-20160703133714Th,3,26835,19597,7,7,0.5598481539960358
20150116082034Lh.jpeg,050103-20150116082034Lh,050101-20150116082034Lh,3,21108,24733,7,8,0.5603853223500579
20150518145654Bh.jpeg,010102-20150518145654Bh,010101-20150518145654Bh,2,28589,24987,17,24,0.5633498686898162
20141006224634Lh.jpeg,010403-20141006224634Lh,010401-20141006224634Lh,3,18170,22534,8,9,0.563493892601982
20110517164514Mh.jpeg,050103-20110517164514Mh,050102-20110517164514Mh,3,1570,2006,2,1,0.5643044619422573
20200110073230Lh.jpeg,010102-20200110073230Lh,010103-20200110073230Lh,3,2732,1591,1,1,0.5646036916395223
20211225025850Uh.jpeg,010203-20211225025850Uh,010201-20211225025850Uh,3,4998,3955,1,1,0.5649361999650411
20220328143550Bh.jpeg,050101-20220328143550Bh,050102-20220328143550Bh,3,1467,2427,1,1,0.565112540192926
20141225024354Uh.jpeg,020401-20141225024354Uh,020403-20141225024354Uh,2,12954,14359,12,8,0.5665615141955836
20150228082414Th.jpeg,010402-20150228082414Th,010403-20150228082414Th,3,33141,31054,7,11,0.5666487700117142
20110707074514Th.jpeg,020401-20110707074514Th,020403-20110707074514Th,2,4223,4109,7,5,0.5667544189544942
20120110155754Bh.jpeg,050101-20120110155754Bh,050103-20120110155754Bh,3,31917,42961,4,5,0.5676003852112381
20120205172414Mh.jpeg,010403-20120205172414Mh,010401-20120205172414Mh,3,29412,23342,5,5,0.5676334244621419
20140212024554Uh.jpeg,020403-20140212024554Uh,020401-20140212024554Uh,2,17578,12936,8,7,0.5676342152581557
20140401014754Uh.jpeg,030401-20140401014754Uh,030403-20140401014754Uh,2,17329,16315,11,9,0.5676809095568706
20120318063154Uh.jpeg,020401-20120318063154Uh,020403-20120318063154Uh,2,6158,8651,7,7,0.5680855569673867
20150325015554Uh.jpeg,010402-20150325015554Uh,010403-20150325015554Uh,3,44873,34163,11,5,0.568890565138853
20190602025430Lh.jpeg,010101-20190602025430Lh,010102-20190602025430Lh,2,2943,2339,1,3,0.5692216280451574
20190611032810Mh.jpeg,010201-20190611032810Mh,010203-20190611032810Mh,3,1681,1574,1,1,0.5694310511089682
20130407063154Uh.jpeg,030401-20130407063154Uh,030403-20130407063154Uh,2,12305,13328,7,9,0.5717088724017414
20141129222134Lh.jpeg,010101-20141129222134Lh,010102-20141129222134Lh,2,24754,23548,13,10,0.5721771962373466
20130925143254Bh.jpeg,010402-20130925143254Bh,010403-20130925143254Bh,3,35962,31962,16,7,0.5750857990909934
20140127180134Ch.jpeg,010102-20140127180134Ch,010101-20140127180134Ch,2,24709,26168,15,16,0.5754807543430465
20111116063134Lh.jpeg,050103-20111116063134Lh,050101-20111116063134Lh,3,29875,28884,11,11,0.5766609423634217
20120910074014Th.jpeg,010203-20120910074014Th,010201-20120910074014Th,3,9484,8226,7,9,0.5781500623774728
20130218220314Mh.jpeg,050102-20130218220314Mh,050101-20130218220314Mh,3,12177,10304,2,4,0.5788327832010675
20160703133714Th.jpeg,010102-20160703133714Th,010101-20160703133714Th,3,26835,19071,7,8,0.5793710864928094
20190412025430Lh.jpeg,010403-20190412025430Lh,010402-20190412025430Lh,3,1479,1046,1,1,0.5810895428929242
20120331142954Bh.jpeg,020403-20120331142954Bh,020401-20120331142954Bh,2,17276,16173,6,5,0.5818121630568429
20130314165714Mh.jpeg,020401-20130314165714Mh,020403-20130314165714Mh,2,19466,24907,7,7,0.5818687390823857
20130903060834Lh.jpeg,010102-20130903060834Lh,010101-20130903060834Lh,2,22538,18260,6,7,0.5820536683728866
20181101230010Mh.jpeg,050103-20181101230010Mh,050101-20181101230010Mh,2,815,630,2,2,0.5826944140197152
20130813060834Lh.jpeg,010402-20130813060834Lh,010403-20130813060834Lh,3,40036,26092,10,6,0.5828805323503363
20180112130330Ch.jpeg,010202-20180112130330Ch,010203-20180112130330Ch,2,2813,2970,2,2,0.5865569272976681
20141214201834Ch.jpeg,050102-20141214201834Ch,050103-20141214201834Ch,3,34634,35174,11,12,0.5865815132162094
20120113104834Ch.jpeg,050302-20120113104834Ch,050303-20120113104834Ch,2,21394,22355,10,13,0.5872365127163226
20150614162514Mh.jpeg,010403-20150614162514Mh,010402-20150614162514Mh,3,68850,61703,10,10,0.5880621343161941
20150427162314Mh.jpeg,010402-20150427162314Mh,010401-20150427162314Mh,3,37491,31909,10,9,0.5899926686217009
20190412025430Lh.jpeg,010401-20190412025430Lh,010402-20190412025430Lh,3,1045,1046,1,1,0.5901140684410646
20190412025430Lh.jpeg,010403-20190412025430Lh,010401-20190412025430Lh,3,1479,1045,1,1,0.5904221802142408
20120424072414Th.jpeg,010402-20120424072414Th,010403-20120424072414Th,3,24323,24331,10,6,0.5916124178088914
20120715123434Ch.jpeg,050101-20120715123434Ch,050102-20120715123434Ch,3,13173,15649,8,8,0.5922877189105574
20171022170710Mh.jpeg,020403-20171022170710Mh,020401-20171022170710Mh,2,10853,9152,4,6,0.5927547770700637
20190626025430Lh.jpeg,010102-20190626025430Lh,010101-20190626025430Lh,3,1960,1539,2,2,0.5940774487471526
20211225025850Uh.jpeg,010201-20211225025850Uh,010202-20211225025850Uh,3,3955,4988,1,1,0.5958244111349036
20110429135554Bh.jpeg,050102-20110429135554Bh,050103-20110429135554Bh,3,23702,26909,6,8,0.5967126226456763
20150216171714Mh.jpeg,050101-20150216171714Mh,050103-20150216171714Mh,3,23585,21843,8,8,0.5968223839150761
20150927111834Ch.jpeg,010103-20150927111834Ch,010101-20150927111834Ch,3,27235,22633,14,14,0.5969002177532983
20171025223130Lh.jpeg,020403-20171025223130Lh,020401-20171025223130Lh,2,10127,12109,4,6,0.598102630444157
20140210180154Bh.jpeg,050101-20140210180154Bh,050102-20140210180154Bh,3,28085,35662,12,12,0.5992323323549333
20140210180154Bh.jpeg,050101-20140210180154Bh,050103-20140210180154Bh,3,28085,28151,12,15,0.5994311717861206
20120816072814Th.jpeg,050102-20120816072814Th,050101-20120816072814Th,3,14897,11923,5,6,0.5995705850778315
20150927111834Ch.jpeg,010101-20150927111834Ch,010102-20150927111834Ch,3,22633,31804,14,13,0.5996767558037026
20150610082014Th.jpeg,020403-20150610082014Th,020401-20150610082014Th,2,22248,19696,12,12,0.6006105705018127
20130218220314Mh.jpeg,050103-20130218220314Mh,050101-20130218220314Mh,3,7995,10304,3,4,0.6011024586578003
20190926165810Mh.jpeg,050303-20190926165810Mh,050302-20190926165810Mh,2,449,278,1,1,0.6013215859030837
20150330081954Uh.jpeg,020103-20150330081954Uh,020101-20150330081954Uh,2,21217,18416,7,10,0.6015921765133759
20120205172414Mh.jpeg,010402-20120205172414Mh,010403-20120205172414Mh,3,24406,29412,3,5,0.6016785214725752
20150421140454Bh.jpeg,050103-20150421140454Bh,050102-20150421140454Bh,3,38085,31044,16,16,0.6047402386368912
20111112193254Bh.jpeg,020403-20111112193254Bh,020401-20111112193254Bh,2,25709,25132,10,11,0.6049815323420779
20150614162514Mh.jpeg,010403-20150614162514Mh,010401-20150614162514Mh,3,68850,60531,10,9,0.6053627486258112
20131027025654Uh.jpeg,010401-20131027025654Uh,010403-20131027025654Uh,3,17399,16950,6,5,0.6071963316488864
20220622205632Bh.jpeg,050102-20220622205632Bh,050101-20220622205632Bh,3,18507,14502,8,7,0.6111382272549786
20150116082034Lh.jpeg,050102-20150116082034Lh,050101-20150116082034Lh,3,25951,24733,8,8,0.611266531027467
20220328143550Bh.jpeg,050103-20220328143550Bh,050101-20220328143550Bh,3,2214,1467,1,1,0.611646234676007
20180318020350Uh.jpeg,010102-20180318020350Uh,010103-20180318020350Uh,3,2258,1438,1,1,0.612565445026178
20120816072814Th.jpeg,050102-20120816072814Th,050103-20120816072814Th,3,14897,16992,5,5,0.6135708141476497
20120811121434Ch.jpeg,050102-20120811121434Ch,050101-20120811121434Ch,3,16537,13173,7,6,0.614586163795446
20140225163314Th.jpeg,010202-20140225163314Th,010201-20140225163314Th,2,10698,11682,10,12,0.6146021210590866
20130807073114Th.jpeg,010203-20130807073114Th,010202-20130807073114Th,2,15549,14508,6,6,0.6161415205936123
20110826074214Th.jpeg,050102-20110826074214Th,050103-20110826074214Th,3,13649,11370,9,8,0.6165277508561091
20160320133714Th.jpeg,010102-20160320133714Th,010101-20160320133714Th,3,8642,8592,6,7,0.6168496106576602
20110815140454Bh.jpeg,020401-20110815140454Bh,020403-20110815140454Bh,2,23780,21375,8,7,0.6178209308158074
20140112180134Ch.jpeg,010103-20140112180134Ch,010102-20140112180134Ch,2,27125,30164,16,18,0.6192939314282484
20130925143254Bh.jpeg,010403-20130925143254Bh,010401-20130925143254Bh,3,31962,28945,7,11,0.6202979515828678
20160101133714Th.jpeg,050101-20160101133714Th,050103-20160101133714Th,3,5640,3939,2,2,0.6205379800372187
20211231223430Lh.jpeg,030401-20211231223430Lh,030403-20211231223430Lh,2,3397,4069,3,3,0.6219856615250924
20130630070714Th.jpeg,050102-20130630070714Th,050103-20130630070714Th,3,7386,8039,5,6,0.6230008417508418
20150216171714Mh.jpeg,050103-20150216171714Mh,050102-20150216171714Mh,3,21843,24836,8,7,0.6248607630186578
20131206084114Th.jpeg,020403-20131206084114Th,020401-20131206084114Th,2,13424,12639,7,7,0.6256861277445109
20131025185414Mh.jpeg,010101-20131025185414Mh,010102-20131025185414Mh,2,49582,55933,23,19,0.626385313747553
20141012015654Uh.jpeg,010202-20141012015654Uh,010203-20141012015654Uh,3,20797,21947,6,7,0.6271650995469945
20120723095014Th.jpeg,010401-20120723095014Th,010403-20120723095014Th,3,2174,1914,3,3,0.6273885350318471
20170329133730Ch.jpeg,010202-20170329133730Ch,010203-20170329133730Ch,2,7979,10324,2,2,0.6279462776838922
20140210180154Bh.jpeg,050103-20140210180154Bh,050102-20140210180154Bh,3,28151,35662,15,12,0.6282980352130646
20160101133714Th.jpeg,050102-20160101133714Th,050103-20160101133714Th,3,5663,3939,2,2,0.628561736770692
20150927111834Ch.jpeg,010103-20150927111834Ch,010102-20150927111834Ch,3,27235,31804,14,13,0.6291564336764259
20160703133714Th.jpeg,010101-20160703133714Th,010103-20160703133714Th,3,19071,19597,8,7,0.6296358732299393
20170418013450Uh.jpeg,010102-20170418013450Uh,010101-20170418013450Uh,3,4854,4122,2,2,0.6302215764620414
20171106171510Mh.jpeg,020401-20171106171510Mh,020403-20171106171510Mh,2,3954,3635,4,4,0.6320430107526882
20170502233130Lh.jpeg,010201-20170502233130Lh,010203-20170502233130Lh,3,1424,1815,1,1,0.6325604838709677
20141006224634Lh.jpeg,010402-20141006224634Lh,010401-20141006224634Lh,3,24138,22534,9,9,0.633716045925511
20150617161314Mh.jpeg,020403-20150617161314Mh,020401-20150617161314Mh,2,28085,26357,7,7,0.6342568967069913
20150228082414Th.jpeg,010403-20150228082414Th,010401-20150228082414Th,3,31054,30437,11,10,0.6346598612329531
20150614162514Mh.jpeg,010402-20150614162514Mh,010401-20150614162514Mh,3,61703,60531,10,9,0.6362881850552864
20120811121434Ch.jpeg,050102-20120811121434Ch,050103-20120811121434Ch,3,16537,16407,7,6,0.6390049751243781
20171123222130Lh.jpeg,050103-20171123222130Lh,050101-20171123222130Lh,3,23315,20854,7,7,0.63916722333556
20150421140454Bh.jpeg,050101-20150421140454Bh,050102-20150421140454Bh,3,29814,31044,15,16,0.6399795197930421
20111114082314Th.jpeg,050101-20111114082314Th,050102-20111114082314Th,3,30313,32546,12,9,0.6419130707345105
20150116082034Lh.jpeg,050102-20150116082034Lh,050103-20150116082034Lh,3,25951,21108,8,7,0.6447294841325318
20160320133714Th.jpeg,010103-20160320133714Th,010102-20160320133714Th,3,8001,8642,5,6,0.6453781512605042
20131017185334Ch.jpeg,010102-20131017185334Ch,010101-20131017185334Ch,2,33658,38018,11,13,0.6456812233089957
20120811121434Ch.jpeg,050103-20120811121434Ch,050101-20120811121434Ch,3,16407,13173,6,6,0.645710470679871
20170417014150Uh.jpeg,020401-20170417014150Uh,020403-20170417014150Uh,2,2655,2689,2,1,0.6539770968740328
20170117175014Mh.jpeg,050102-20170117175014Mh,050103-20170117175014Mh,3,6438,4665,4,4,0.6566696508504923
20150625082034Lh.jpeg,010402-20150625082034Lh,010403-20150625082034Lh,3,10758,11532,3,4,0.6592228673514962
20160310133734Ch.jpeg,050103-20160310133734Ch,050101-20160310133734Ch,3,29803,28926,9,8,0.6620631102306495
20130828141354Bh.jpeg,040301-20130828141354Bh,040303-20130828141354Bh,2,35530,40433,8,7,0.6633019487628641
20110213093414Th.jpeg,010301-20110213093414Th,010302-20110213093414Th,2,3702,4933,5,5,0.665380906460945
20180805232510Mh.jpeg,010301-20180805232510Mh,010302-20180805232510Mh,2,2517,3740,1,1,0.6680885097307385
20120803102114Th.jpeg,010301-20120803102114Th,010302-20120803102114Th,2,25935,27635,12,13,0.6691593444257493
20150825082034Lh.jpeg,010401-20150825082034Lh,010403-20150825082034Lh,3,28600,25377,9,8,0.6715285519633346
20220328143550Bh.jpeg,050103-20220328143550Bh,050102-20220328143550Bh,3,2214,2427,1,1,0.6724324324324324
20111114082314Th.jpeg,050103-20111114082314Th,050102-20111114082314Th,3,29046,32546,10,9,0.6761552277798945
20170927143450Bh.jpeg,010403-20170927143450Bh,010401-20170927143450Bh,3,1935,2312,1,1,0.6866560762509929
20140806195834Ch.jpeg,020401-20140806195834Ch,020403-20140806195834Ch,2,22392,21123,11,10,0.6868894402232905
20150125172714Mh.jpeg,010401-20150125172714Mh,010403-20150125172714Mh,3,5383,6750,3,3,0.6877173459451941
20120223063154Uh.jpeg,020401-20120223063154Uh,020403-20120223063154Uh,2,18164,17916,8,7,0.6897714499812664
20111114082314Th.jpeg,050101-20111114082314Th,050103-20111114082314Th,3,30313,29046,12,10,0.6917179662562699
20110322005814Mh.jpeg,050101-20110322005814Mh,050103-20110322005814Mh,3,2220,1587,1,1,0.6987951807228916
20130813060834Lh.jpeg,010401-20130813060834Lh,010403-20130813060834Lh,3,24529,26092,8,6,0.6990903903601517
20130219063134Lh.jpeg,020401-20130219063134Lh,020403-20130219063134Lh,2,8168,9511,1,1,0.7063024804555544
20120131063154Uh.jpeg,010401-20120131063154Uh,010402-20120131063154Uh,3,5278,5402,2,2,0.7101681345076061
20150527161214Mh.jpeg,010101-20150527161214Mh,010102-20150527161214Mh,2,56597,61294,5,4,0.7143044104174846
20180804234530Lh.jpeg,010203-20180804234530Lh,010201-20180804234530Lh,3,3466,2521,1,1,0.7159644597305819
20180804234530Lh.jpeg,010201-20180804234530Lh,010202-20180804234530Lh,3,2521,2852,1,1,0.7215636014098046
20160101133714Th.jpeg,050102-20160101133714Th,050101-20160101133714Th,3,5663,5640,2,2,0.7293451652386781
20170609133710Th.jpeg,050102-20170609133710Th,050101-20170609133710Th,3,6053,5812,1,1,0.7316112084063048
20211225025850Uh.jpeg,010203-20211225025850Uh,010202-20211225025850Uh,3,4998,4988,1,1,0.7360917941585535
20110322005814Mh.jpeg,050102-20110322005814Mh,050103-20110322005814Mh,3,2141,1587,1,1,0.7371854613233924
20111214132434Ch.jpeg,030401-20111214132434Ch,030403-20111214132434Ch,2,3338,3832,2,2,0.7424058323207776
20180804234530Lh.jpeg,010203-20180804234530Lh,010202-20180804234530Lh,3,3466,2852,1,1,0.7628348214285714
20110322005814Mh.jpeg,050101-20110322005814Mh,050102-20110322005814Mh,3,2220,2141,1,1,0.803556658395368
